Time [s]  /	Amplitud       
0.01371875/	-0.012207403790398877
0.01378125/	0.0010071108127079073
0.01384375/	0.02240058595538194
0.01390625/	0.0022583697012237922
0.01396875/	-0.032624286629841
0.01403125/	-0.05380413220618305
0.01409375/	-0.10562456129642628
0.01415625/	-0.19733268227179784
0.01421875/	-0.23303933835871457
0.01428125/	-0.16531876583147678
0.01434375/	-0.07889034699545275
0.01440625/	-0.0423902096621601
0.01446875/	-0.021668141727958008
0.01453125/	0.03280739768669698
0.01459375/	0.11740470595416119
0.014656250000000001/	0.18420972319711906
0.014718750000000001/	0.1857966856898709
0.014781250000000001/	0.14175847651600695
0.014843750000000001/	0.11691640980254524
0.014906250000000001/	0.10046693319498276
0.014968750000000001/	0.03549302652058473
0.01503125/	-0.029969176305429245
0.01509375/	-0.014374217963194678
0.01515625/	0.028778954435865353
0.01521875/	-0.0003967406231879635
0.01528125/	-0.07342753379924924
0.01534375/	-0.09363078707235939
0.01540625/	-0.057649464400158695
0.01546875/	-0.0467238380077517
0.01553125/	-0.08932767723624378
0.01559375/	-0.11774040955839717
0.01565625/	-0.0913418988616596
0.01571875/	-0.060884426404614396
0.01578125/	-0.04684591204565569
0.01584375/	0.006012146366771447
0.01590625/	0.10367137668996246
0.01596875/	0.17023224585711233
0.01603125/	0.1620532853175451
0.01609375/	0.1295205542161321
0.01615625/	0.13418988616595964
0.01621875/	0.1512497329630421
0.01628125/	0.11841181676686911
0.01634375/	0.03491317484054079
0.01640625/	-0.03637806329538865
0.01646875/	-0.058473464156010624
0.01653125/	-0.06497390667439802
0.01659375/	-0.07461775566881314
0.01665625/	-0.06390575884273812
0.01671875/	-0.02661214026306955
0.01678125/	-0.006286812952055422
0.01684375/	-0.03164769432660909
0.01690625/	-0.042237617114780114
0.01696875/	-0.01281777397991882
0.01703125/	0.005676442762535478
0.01709375/	-0.03607287820062868
0.01715625/	-0.18341624195074313
0.01721875/	-0.41160313730277415
0.01728125/	-0.5488753929258096
0.01734375/	-0.36890774254585407
0.01740625/	-0.010010071108127079
0.01746875/	0.09814752647480697
0.01753125/	-0.008575701162755212
0.017593750000000002/	0.03900265511032441
0.017656250000000002/	0.2490310373241371
0.017718750000000002/	0.3484298226874599
0.017781250000000002/	0.2597125156407361
0.017843750000000002/	0.18012024292733542
0.017906250000000002/	0.1888790551469466
0.017968750000000002/	0.11587878048036133
0.018031250000000002/	-0.07477034821619312
0.01809375/	-0.12732322153386028
0.01815625/	0.08069093905453657
0.01821875/	0.26792199468977934
0.01828125/	0.19168675801873836
0.01834375/	-0.0007324442274239326
0.01840625/	-0.07153538621173743
0.01846875/	-0.041627246925260174
0.01853125/	-0.07345805230872524
0.01859375/	-0.18195135349589525
0.01865625/	-0.26483962523270366
0.01871875/	-0.28968169194616533
0.01878125/	-0.3009125034333323
0.01884375/	-0.28223517563402206
0.01890625/	-0.14212469862971894
0.01896875/	0.09372234260078738
0.01903125/	0.24607074190496536
0.01909375/	0.23419904171880246
0.01915625/	0.18451490829187903
0.01921875/	0.19296853541673026
0.01928125/	0.20136112552262947
0.01934375/	0.17801446577349161
0.01940625/	0.15149388103885006
0.01946875/	0.09143345439008758
0.01953125/	-0.010528885769219032
0.01959375/	-0.05844294564653462
0.01965625/	-0.0006714072084719382
0.01971875/	0.08337656788842433
0.01978125/	0.1043733024079104
0.01984375/	0.04693746757408368
0.01990625/	-0.048402356028931545
0.01996875/	-0.13013092440565202
0.02003125/	-0.18527787102877896
0.02009375/	-0.22132023071993165
0.02015625/	-0.22296823023163548
0.02021875/	-0.195898312326426
0.02028125/	-0.18289742728965117
0.02034375/	-0.1693166905728324
0.02040625/	-0.08032471694082462
0.02046875/	0.08282723471785639
0.02053125/	0.21927549058503984
0.02059375/	0.2583391827143162
0.02065625/	0.2226935636463515
0.02071875/	0.16345713675344095
0.02078125/	0.11075167088839381
0.02084375/	0.07794427320169683
0.02090625/	0.06353953672902615
0.02096875/	0.050050355540635395
0.02103125/	0.017151402325510424
0.02109375/	-0.02252265999328593
0.02115625/	-0.03128147221289712
0.02121875/	-0.0051576281014435255
0.02128125/	0.01544236579485458
0.02134375/	-0.00021362956633198035
0.02140625/	-0.04205450605792413
0.02146875/	-0.09848323007904294
0.021531250000000002/	-0.17322305978576005
0.021593750000000002/	-0.24185918759727776
0.021656250000000002/	-0.2519913327433088
0.021718750000000002/	-0.2022461622974334
0.021781250000000002/	-0.15836054567094943
0.021843750000000002/	-0.1218298898281808
0.021906250000000002/	-0.01184118167668691
0.021968750000000002/	0.1585741752372814
0.02203125/	0.27689443647572254
0.02209375/	0.29990539262062443
0.02215625/	0.26697592089602346
0.02221875/	0.21991637928403576
0.02228125/	0.17514572588274788
0.02234375/	0.10068056276131473
0.02240625/	-0.007141331217383343
0.02246875/	-0.06137272255623035
0.02253125/	-0.038850062562944425
0.02259375/	-0.03405865657521287
0.02265625/	-0.06973479415265359
0.02271875/	-0.07434308908352916
0.02278125/	-0.041566209906308174
0.02284375/	-0.0369273964659566
0.02290625/	-0.09949034089175085
0.02296875/	-0.17102572710348826
0.02303125/	-0.163121433149205
0.02309375/	-0.10409863582262642
0.02315625/	-0.07742545854060488
0.02321875/	-0.0554216132084109
0.02328125/	0.04626606036561175
0.02334375/	0.17648854029969177
0.02340625/	0.2335581530198065
0.02346875/	0.23209326456495866
0.02353125/	0.22528763695181128
0.02359375/	0.21552171391949218
0.02365625/	0.15066988128299813
0.02371875/	0.04617450483718375
0.02378125/	-0.032013916440321054
0.02384375/	-0.06448561052278207
0.02390625/	-0.06753746147038178
0.02396875/	-0.0923184911648915
0.02403125/	-0.10196234015930662
0.02409375/	-0.07061983092745751
0.02415625/	-0.022583697012237922
0.02421875/	-0.006042664876247444
0.02428125/	-0.053651539658803066
0.02434375/	-0.06427198095645009
0.02440625/	-0.17581713309121982
0.02446875/	-0.4141361735892819
0.02453125/	-0.5269020661030915
0.02459375/	-0.4795068208868679
0.02465625/	-0.21494186223944822
0.02471875/	-0.0009155552842799158
0.02478125/	-0.06640827661976989
0.02484375/	0.005249183629871517
0.02490625/	0.28736228522598956
0.02496875/	0.4555803094576861
0.02503125/	0.3989379558702353
0.02509375/	0.2918485061189611
0.02515625/	0.2995086519974364
0.02521875/	0.23184911648915066
0.02528125/	-0.01043733024079104
0.02534375/	-0.15817743461409345
0.025406250000000002/	-0.011658070619830927
0.025468750000000002/	0.20175786614581745
0.025531250000000002/	0.1686758018738365
0.025593750000000002/	-0.013580736716818751
0.025656250000000002/	-0.08890041810357982
0.025718750000000002/	-0.0445265053254799
0.025781250000000002/	-0.06097598193304239
0.025843750000000002/	-0.19592883083590198
0.025906250000000002/	-0.3183996093630787
0.025968750000000002/	-0.3564256721701712
0.026031250000000002/	-0.36701559495834224
0.02609375/	-0.3716238898892178
0.02615625/	-0.2590105899227882
0.02621875/	0.004028443250831629
0.02628125/	0.23441267128513443
0.02634375/	0.2969450972014527
0.02640625/	0.2835779900509659
0.02646875/	0.3052766502883999
0.02653125/	0.32770775475325786
0.02659375/	0.30961027863399154
0.02665625/	0.2597735526596881
0.02671875/	0.15732291634876552
0.02678125/	0.016693624683370465
0.02684375/	-0.06668294320505387
0.02690625/	-0.04791405987731559
0.02696875/	0.00848414563432722
0.02703125/	0.037781914731284526
0.02709375/	0.021759697256385997
0.02715625/	-0.039521469771416365
0.02721875/	-0.12649922177800837
0.02728125/	-0.21036408581804864
0.02734375/	-0.2585833307901242
0.02740625/	-0.249977111117893
0.02746875/	-0.22446363719595935
0.02753125/	-0.23972289193395793
0.02759375/	-0.2478102969450972
0.02765625/	-0.14481032746360667
0.02771875/	0.050416577654347365
0.02778125/	0.2150334177678762
0.02784375/	0.293313394573809
0.02790625/	0.31904049806207463
0.02796875/	0.3057039094210639
0.02803125/	0.2360301522873623
0.02809375/	0.14746543778801843
0.02815625/	0.10687582018494217
0.02821875/	0.09540086062196722
0.02828125/	0.032135990478225046
0.02834375/	-0.07519760734885708
0.02840625/	-0.12253181554612873
0.02846875/	-0.07425153355510117
0.02853125/	-0.017578661458174383
0.02859375/	-0.02185125278481399
0.02865625/	-0.05572679830317087
0.02871875/	-0.09393597216711935
0.02878125/	-0.17432172612689598
0.02884375/	-0.2689291055024873
0.02890625/	-0.26239814447462384
0.02896875/	-0.1499984740745262
0.02903125/	-0.10397656178472243
0.02909375/	-0.18662068544572283
0.02915625/	-0.163060396130253
0.02921875/	0.09421063875240333
0.02928125/	0.3282265694143498
0.029343750000000002/	0.3651844843897824
0.029406250000000002/	0.33552049317911314
0.029468750000000002/	0.29932554094058045
0.029531250000000002/	0.2185735648670919
0.029593750000000002/	0.13538010803552356
0.029656250000000002/	0.05587939085055086
0.029718750000000002/	-0.023010956144901885
0.029781250000000002/	-0.05255287331766716
0.029843750000000002/	-0.09280678731650746
0.029906250000000002/	-0.1749931333353679
0.029968750000000002/	-0.16660054322946868
0.03003125/	-0.06122013000885037
0.03009375/	-0.005340739158299509
0.03015625/	-0.054200872829371013
0.03021875/	-0.14966277047029022
0.03028125/	-0.18991668446913051
0.03034375/	-0.13336588641010774
0.03040625/	-0.0727866451002533
0.03046875/	-0.04580828272347179
0.03053125/	0.042909024323252054
0.03059375/	0.16327402569658497
0.03065625/	0.21036408581804864
0.03071875/	0.21369060335093235
0.03078125/	0.2346568193609424
0.03084375/	0.24948881496627703
0.03090625/	0.19528794213690603
0.03096875/	0.09060945463423567
0.03103125/	-0.012085329752494888
0.03109375/	-0.0727561265907773
0.03115625/	-0.08471938230536821
0.03121875/	-0.09228797265541551
0.03128125/	-0.09707937864314707
0.03134375/	-0.11011078218939788
0.03140625/	-0.07763908810693686
0.03146875/	-0.03180028687398907
0.03153125/	-0.05859553819391461
0.03159375/	-0.07348857081820125
0.03165625/	-0.21179845576342052
0.03171875/	-0.4425794244209113
0.03178125/	-0.521011993774224
0.03184375/	-0.4502395702993866
0.03190625/	-0.2052369762260811
0.03196875/	-0.054719687490462965
0.03203125/	-0.08508560441908017
0.03209375/	0.07983642078920866
0.03215625/	0.3337504196295053
0.03221875/	0.44163335062715536
0.03228125/	0.4174321726126896
0.03234375/	0.3645435956907865
0.03240625/	0.3542588579973754
0.03246875/	0.22458571123386334
0.03253125/	-0.02685628833887753
0.03259375/	-0.1337626270332957
0.03265625/	0.01281777397991882
0.03271875/	0.1676381725516526
0.03278125/	0.09936826685384686
0.03284375/	-0.05465865047151097
0.03290625/	-0.10245063631092258
0.03296875/	-0.07364116336558123
0.03303125/	-0.1065401165807062
0.03309375/	-0.21790215765861995
0.03315625/	-0.3093966490676595
0.03321875/	-0.35703604235969116
0.03328125/	-0.3867305520798364
0.03334375/	-0.369579149754326
0.03340625/	-0.22315134128849148
0.03346875/	0.03323465681936094
0.03353125/	0.23895992919705802
0.03359375/	0.3118686483352153
0.03365625/	0.32859279152806176
0.03371875/	0.3466597491378521
0.03378125/	0.34318063905758844
0.03384375/	0.33085116122928554
0.03390625/	0.29523606067079683
0.03396875/	0.1652577288125248
0.03403125/	-0.0032349620044557024
0.03409375/	-0.07754753257850887
0.03415625/	-0.0564897610400708
0.03421875/	-0.02044740134891812
0.03428125/	-0.0015259254737998596
0.03434375/	-0.015076143681142613
0.03440625/	-0.06918546098208564
0.03446875/	-0.141056550798059
0.03453125/	-0.2165288247322001
0.03459375/	-0.2666707358012635
0.03465625/	-0.24918362987151707
0.03471875/	-0.21121860408337656
0.03478125/	-0.23026215399639882
0.03484375/	-0.24149296548356577
0.03490625/	-0.12671285134434035
0.03496875/	0.07300027466658529
0.03503125/	0.23084200567644275
0.03509375/	0.31168553727835935
0.03515625/	0.33890804773094885
0.03521875/	0.31809442426831874
0.03528125/	0.2520218512527848
0.03534375/	0.16461684011352887
0.03540625/	0.10190130314035463
0.03546875/	0.07480086672566912
0.03553125/	0.021057771538438064
0.03559375/	-0.0794396801660207
0.03565625/	-0.1358378856776635
0.03571875/	-0.10409863582262642
0.03578125/	-0.061922055726798306
0.03584375/	-0.06097598193304239
0.03590625/	-0.0815149388103885
0.03596875/	-0.130649739066744
0.03603125/	-0.22342600787377545
0.036093749999999994/	-0.2954191717276528
0.036156249999999994/	-0.2659993285927915
0.036218749999999994/	-0.152287362285226
0.036281249999999994/	-0.04202398754844813
0.036343749999999994/	0.018189031647694327
0.036406249999999994/	0.07840205084383679
0.036468749999999994/	0.20023194067201758
0.036531249999999994/	0.3280434583574938
0.036593749999999994/	0.35795159764397105
0.036656249999999994/	0.3021942808313242
0.036718749999999994/	0.2346873378704184
0.036781249999999995/	0.14996795556505021
0.036843749999999995/	0.024170659504989776
0.036906249999999995/	-0.07867671742912076
0.036968749999999995/	-0.09280678731650746
0.037031249999999995/	-0.06183050019837031
0.037093749999999995/	-0.07980590227973265
0.037156249999999995/	-0.1498458815271462
0.037218749999999995/	-0.17471846675008393
0.037281249999999995/	-0.12140263069551684
0.037343749999999995/	-0.08239997558519242
0.037406249999999995/	-0.11532944730979339
0.037468749999999995/	-0.14380321665089876
0.037531249999999995/	-0.10660115359965819
0.037593749999999995/	-0.05398724326303903
0.037656249999999995/	-0.014648884548478652
0.037718749999999995/	0.06369212927640613
0.037781249999999995/	0.1923886837366863
0.037843749999999995/	0.27555162205877864
0.037906249999999996/	0.2569658497878964
0.037968749999999996/	0.1878414258247627
0.038031249999999996/	0.13965269936216315
0.038093749999999996/	0.13562425611133153
0.038156249999999996/	0.10730307931760613
0.038218749999999996/	0.02346873378704184
0.038281249999999996/	-0.05752739036225471
0.038343749999999996/	-0.08896145512253181
0.038406249999999996/	-0.09582811975463118
0.038468749999999996/	-0.11725211340678121
0.038531249999999996/	-0.10913418988616597
0.038593749999999996/	-0.0804162724692526
0.038656249999999996/	-0.05587939085055086
0.038718749999999996/	-0.04965361491744743
0.038781249999999996/	-0.07214575640125737
0.038843749999999996/	-0.07815790276802881
0.038906249999999996/	-0.19071016571550645
0.038968749999999996/	-0.4015930661946471
0.039031249999999997/	-0.5144199957274087
0.03909375/	-0.4428235724967193
0.03915625/	-0.163029877620777
0.03921875/	0.02414014099551378
0.03928125/	-0.0017700735496078372
0.03934375/	0.09085360271004364
0.03940625/	0.3016449476607562
0.03946875/	0.4120303964354381
0.03953125/	0.38227484969634085
0.03959375/	0.3227942747276223
0.03965625/	0.28965117343668934
0.03971875/	0.163121433149205
0.03978125/	-0.037659840693380534
0.03984375/	-0.11661122470778527
0.03990625/	-0.004699850459303568
0.03996875/	0.12991729483932005
0.04003125/	0.11499374370555743
0.04009375/	-0.003357036042359691
0.04015625/	-0.08969389934995575
0.04021875/	-0.097750785851619
0.04028125/	-0.10565507980590227
0.04034375/	-0.17880794701986755
0.04040625/	-0.27259132663960695
0.04046875/	-0.33429975280007324
0.04053125/	-0.35575426496169926
0.04059375/	-0.315591906491287
0.04065625/	-0.1685537278359325
0.04071875/	0.05587939085055086
0.04078125/	0.23972289193395793
0.04084375/	0.31601916562395094
0.04090625/	0.32245857112338633
0.04096875/	0.3084810937833796
0.04103125/	0.2891628772850734
0.04109375/	0.2771080660420545
0.04115625/	0.2412793359172338
0.04121875/	0.12259285256508072
0.04128125/	-0.028748435926389357
0.04134375/	-0.09439374980925931
0.04140625/	-0.06274605548265023
0.04146875/	-0.013183996093630787
0.04153125/	0.011932737205114903
0.04159375/	0.003173924985503708
0.04165625/	-0.04849391155735954
0.04171875/	-0.12381359294412062
0.04178125/	-0.19315164647358624
0.04184375/	-0.23181859797967466
0.04190625/	-0.2217474898525956
0.04196875/	-0.1979430524613178
0.04203125/	-0.20914334543900875
0.04209375/	-0.20612201300088503
0.04215625/	-0.10065004425183874
0.04221875/	0.0802941984313486
0.04228125/	0.22406689657277137
0.04234375/	0.28434095278786586
0.04240625/	0.2954496902371288
0.04246875/	0.2703939939573351
0.04253125/	0.20261238441114535
0.04259375/	0.1261329996642964
0.04265625/	0.07885982848597675
0.04271875/	0.04211554307687613
0.04278125/	-0.018005920590838345
0.04284375/	-0.07904293954283273
0.04290625/	-0.10031434064760276
0.04296875/	-0.08661152989288003
0.04303125/	-0.06317331461531418
0.04309375/	-0.04858546708578753
0.04315625/	-0.06671346171452987
0.04321875/	-0.130436109500412
0.04328125/	-0.2097231971190527
0.04334375/	-0.24591814935758538
0.04340625/	-0.2032532731101413
0.04346875/	-0.10812707907345805
0.04353125/	-0.024109622486037784
0.04359375/	0.03439436017944884
0.04365625/	0.11545152134769737
0.04371875/	0.22870571001312295
0.04378125/	0.3127536851100192
0.04384375/	0.31876583147679066
0.04390625/	0.2618182927945799
0.04396875/	0.1857356486709189
0.044031249999999994/	0.10394604327524644
0.044093749999999994/	0.0025025177770317698
0.044156249999999994/	-0.08856471449934385
0.044218749999999994/	-0.11224707785271767
0.044281249999999994/	-0.09704886013367107
0.044343749999999994/	-0.11432233649708548
0.044406249999999994/	-0.15137180700094607
0.044468749999999994/	-0.15167699209570604
0.044531249999999994/	-0.11136204107791375
0.044593749999999995/	-0.08227790154728844
0.044656249999999995/	-0.09418012024292734
0.044718749999999995/	-0.10596026490066225
0.044781249999999995/	-0.0663167210913419
0.044843749999999995/	0.0033875545518356883
0.044906249999999995/	0.057130649739066744
0.044968749999999995/	0.12103640858180487
0.045031249999999995/	0.20252082888271736
0.045093749999999995/	0.24112674336985382
0.045156249999999995/	0.20596942045350505
0.045218749999999995/	0.13773003326517533
0.045281249999999995/	0.10528885769219032
0.045343749999999995/	0.0934171575060274
0.045406249999999995/	0.0576189458906827
0.045468749999999995/	-0.00445570238349559
0.045531249999999995/	-0.06363109225745414
0.045593749999999995/	-0.09115878780480362
0.045656249999999995/	-0.1042207098605304
0.045718749999999996/	-0.09274575029755547
0.045781249999999996/	-0.08474990081484421
0.045843749999999996/	-0.07440412610248115
0.045906249999999996/	-0.04559465315713981
0.045968749999999996/	-0.046235541856135744
0.046031249999999996/	-0.05264442884609516
0.046093749999999996/	-0.18143253883480331
0.046156249999999996/	-0.4076662495803705
0.046218749999999996/	-0.5178380687887204
0.046281249999999996/	-0.45500045777764214
0.046343749999999996/	-0.17023224585711233
0.046406249999999996/	0.01794488357188635
0.046468749999999996/	-0.07647938474684897
0.046531249999999996/	-0.02868739890743736
0.046593749999999996/	0.23746452223273415
0.046656249999999996/	0.4231696523941771
0.046718749999999996/	0.4002502517777032
0.046781249999999996/	0.31461531418805505
0.046843749999999997/	0.31180761131626333
0.04690625/	0.23752555925168614
0.04696875/	0.027863399151585436
0.04703125/	-0.08719138157292398
0.04709375/	0.03903317361980041
0.04715625/	0.20410779137546922
0.04721875/	0.16278572954496903
0.04728125/	-0.009582811975463118
0.04734375/	-0.11456648457289346
0.04740625/	-0.10040589617603077
0.04746875/	-0.08658101138340403
0.04753125/	-0.16995757927182836
0.04759375/	-0.2914517654957732
0.04765625/	-0.3680837427900021
0.04771875/	-0.39426862392040773
0.04778125/	-0.369335001678518
0.04784375/	-0.23078096865749076
0.04790625/	0.008972441785943175
0.04796875/	0.2009949034089175
0.04803125/	0.2682882168034913
0.04809375/	0.2842188787499619
0.04815625/	0.30390331736198006
0.04821875/	0.3119602038636433
0.04828125/	0.31894894253364664
0.04834375/	0.3079622791222877
0.04840625/	0.20139164403210547
0.04846875/	0.03064058351390118
0.04853125/	-0.06167790765099033
0.04859375/	-0.03173924985503708
0.04865625/	0.029938657795953245
0.04871875/	0.04104739524521622
0.04878125/	-0.005096591082491531
0.04884375/	-0.07126071962645344
0.04890625/	-0.1316263313699759
0.04896875/	-0.19504379406109806
0.04903125/	-0.24863429670094914
0.04909375/	-0.24713888973662526
0.04915625/	-0.21478926969206824
0.04921875/	-0.2273628955961791
0.04928125/	-0.25315103610339673
0.04934375/	-0.18314157536545916
0.04940625/	-0.011993774224066897
0.04946875/	0.16769920957060458
0.04953125/	0.28662984099856564
0.04959375/	0.314951017792291
0.04965625/	0.2708822901089511
0.04971875/	0.2269356364635151
0.04978125/	0.21018097476119266
0.04984375/	0.17313150425733206
0.04990625/	0.09689626758629108
0.04996875/	0.014496292001098667
0.05003125/	-0.047120578630939665
0.05009375/	-0.08026367992187261
0.05015625/	-0.08868678853724785
0.05021875/	-0.08035523545030061
0.05028125/	-0.06396679586169011
0.05034375/	-0.0727561265907773
0.05040625/	-0.13660084841456344
0.05046875/	-0.2151249732963042
