Tiempo [s]/	Frecuencia [Hz]	/	Intesidad [dB] 	/	Formante 1 [Hz]	/	Formante 2 [Hz]	/	Formante 3 [Hz]
2.0310    /	229.82         	/	73.17          	/	759.99         	/	1600.29        	/	3001.02        
2.0410    /	229.48         	/	73.23          	/	766.45         	/	1595.13        	/	2991.08        
2.0510    /	229.75         	/	73.32          	/	778.94         	/	1592.20        	/	3007.65        
2.0610    /	229.83         	/	73.34          	/	782.96         	/	1588.16        	/	2988.83        
2.0710    /	230.64         	/	73.39          	/	796.54         	/	1596.86        	/	3034.81        
2.0810    /	230.80         	/	73.55          	/	796.33         	/	1598.99        	/	3002.24        
2.0910    /	230.89         	/	73.67          	/	796.39         	/	1600.90        	/	3018.21        
2.1010    /	230.98         	/	73.69          	/	796.17         	/	1606.92        	/	2985.71        
2.1110    /	231.52         	/	73.59          	/	795.98         	/	1611.04        	/	3009.98        
2.1210    /	232.01         	/	73.31          	/	779.00         	/	1609.78        	/	2995.47        
2.1310    /	232.35         	/	73.06          	/	773.15         	/	1581.91        	/	2981.69        
2.1410    /	232.56         	/	72.94          	/	766.68         	/	1556.97        	/	3044.64        
2.1510    /	232.92         	/	72.91          	/	756.66         	/	1538.00        	/	3040.94        
2.1610    /	233.46         	/	72.98          	/	738.90         	/	1529.55        	/	3026.44        
2.1710    /	234.05         	/	73.13          	/	720.42         	/	1522.63        	/	2994.21        
2.1810    /	234.45         	/	73.29          	/	736.41         	/	1523.39        	/	3047.55        
2.1910    /	234.25         	/	73.33          	/	760.17         	/	1530.12        	/	3003.46        
2.2010    /	233.56         	/	73.29          	/	763.63         	/	1534.38        	/	3044.10        
2.2110    /	233.73         	/	73.32          	/	769.62         	/	1548.73        	/	3076.88        
2.2210    /	233.69         	/	73.40          	/	767.24         	/	1529.07        	/	2986.83        
2.2310    /	233.76         	/	73.52          	/	756.63         	/	1536.48        	/	3031.91        
2.2410    /	233.76         	/	73.62          	/	730.32         	/	1528.09        	/	3076.81        
2.2510    /	233.71         	/	73.67          	/	740.26         	/	1522.59        	/	3053.62        
2.2610    /	233.45         	/	73.70          	/	726.78         	/	1513.74        	/	3074.66        
2.2710    /	233.35         	/	73.81          	/	724.91         	/	1513.71        	/	3053.23        
2.2810    /	233.36         	/	73.88          	/	732.19         	/	1512.41        	/	3057.23        
2.2910    /	233.27         	/	73.92          	/	753.59         	/	1517.82        	/	3011.10        
2.3010    /	232.87         	/	73.96          	/	759.81         	/	1516.01        	/	3010.65        
