Time [s]  /	Amplitud       
0.0091875 /	-0.06250190740684225
0.0093125 /	0.05468916898098697
0.0094375 /	0.015625476851710562
0.0095625 /	-0.250007629627369
0.0096875 /	-0.2890713217566454
0.0098125 /	-0.31250953703421125
0.0099375 /	0.4062623981444746
0.0100625 /	0.6562700277718436
0.0101875 /	0.031250953703421125
0.0103125 /	-0.35938596758934294
0.0104375 /	-0.2031311990722373
0.0105625 /	-0.13281655323953978
0.0106875 /	-0.14062929166539506
0.010812500000000001/	0.2890713217566454
0.010937500000000001/	0.4922025208288827
0.0110625 /	0.04687643055513169
0.0111875 /	-0.43751335184789575
0.0113125 /	-0.2578203680532243
0.0114375 /	0.023438215277565844
0.0115625 /	0.18750572222052675
0.0116875 /	0.1640675069429609
0.0118125 /	0.2031311990722373
0.0119375 /	-0.039063692129276406
0.0120625 /	-0.2109439374980926
0.0121875 /	-0.13281655323953978
0.0123125 /	0.17969298379467147
0.0124375 /	0.27344584490493484
0.0125625 /	0.0859401226844081
0.0126875 /	-0.0859401226844081
0.012812500000000001/	-0.1250038148136845
0.012937500000000001/	-0.05468916898098697
0.013062500000000001/	-0.039063692129276406
0.0131875 /	0.039063692129276406
0.0133125 /	-0.13281655323953978
0.0134375 /	-0.26563310647907956
0.0135625 /	-0.39844965971861934
0.0136875 /	-0.007812738425855281
0.0138125 /	0.7265846736045412
0.0139375 /	0.3281350138859218
0.0140625 /	-0.27344584490493484
0.0141875 /	-0.31250953703421125
0.0143125 /	-0.0859401226844081
0.0144375 /	-0.1718802453688162
0.0145625 /	0.09375286111026337
0.014687500000000001/	0.44532609027375103
0.014812500000000001/	0.35157322916348765
0.014937500000000001/	-0.2890713217566454
0.0150625 /	-0.39844965971861934
0.0151875 /	-0.11719107638782922
0.0153125 /	0.1640675069429609
0.0154375 /	0.19531846064638203
0.0155625 /	0.24219489120151372
0.0156875 /	0.07812738425855281
0.0158125 /	-0.17969298379467147
0.0159375 /	-0.22656941434980316
0.0160625 /	0.039063692129276406
0.0161875 /	0.2890713217566454
0.0163125 /	0.2031311990722373
0.0164375 /	-0.015625476851710562
0.0165625 /	-0.14062929166539506
0.0166875 /	-0.10156559953611866
0.0168125 /	-0.04687643055513169
0.0169375 /	0.007812738425855281
0.0170625 /	-0.05468916898098697
0.0171875 /	-0.22656941434980316
0.0173125 /	-0.3437604907376324
0.0174375 /	-0.2968840601825007
0.0175625 /	0.500015259254738
0.017687500000000002/	0.6015808587908567
0.017812500000000002/	-0.07812738425855281
0.017937500000000002/	-0.3750114444410535
0.018062500000000002/	-0.14844203009125034
0.0181875 /	-0.13281655323953978
0.0183125 /	-0.07812738425855281
0.0184375 /	0.3281350138859218
0.0185625 /	0.5156407361064486
0.0186875 /	-0.007812738425855281
0.0188125 /	-0.4687643055513169
0.0189375 /	-0.24219489120151372
0.0190625 /	0.07031464583269753
0.0191875 /	0.15625476851710562
0.0193125 /	0.19531846064638203
0.0194375 /	0.18750572222052675
0.0195625 /	-0.04687643055513169
0.0196875 /	-0.22656941434980316
0.0198125 /	-0.10156559953611866
0.0199375 /	0.21875667592394787
0.0200625 /	0.27344584490493484
0.0201875 /	0.07812738425855281
0.0203125 /	-0.11719107638782922
0.0204375 /	-0.10156559953611866
0.0205625 /	-0.05468916898098697
0.0206875 /	-0.039063692129276406
0.0208125 /	-0.04687643055513169
0.0209375 /	-0.1718802453688162
0.0210625 /	-0.24219489120151372
0.0211875 /	-0.3750114444410535
0.0213125 /	0.250007629627369
0.0214375 /	0.7109591967528306
0.021562500000000002/	0.10937833796197394
0.021687500000000002/	-0.3671987060151982
0.021812500000000002/	-0.2109439374980926
0.021937500000000002/	-0.10937833796197394
0.0220625 /	-0.1718802453688162
0.0221875 /	0.2031311990722373
0.0223125 /	0.5312662129581591
0.0224375 /	0.2031311990722373
0.0225625 /	-0.43751335184789575
0.0226875 /	-0.3281350138859218
0.0228125 /	0.007812738425855281
0.0229375 /	0.17969298379467147
0.0230625 /	0.2031311990722373
0.0231875 /	0.2109439374980926
0.0233125 /	-0.007812738425855281
0.0234375 /	-0.2109439374980926
0.0235625 /	-0.1718802453688162
0.0236875 /	0.13281655323953978
0.0238125 /	0.2890713217566454
0.0239375 /	0.1640675069429609
0.0240625 /	-0.07031464583269753
0.0241875 /	-0.13281655323953978
0.0243125 /	-0.0859401226844081
0.0244375 /	-0.04687643055513169
0.0245625 /	-0.015625476851710562
0.0246875 /	-0.1250038148136845
0.0248125 /	-0.2031311990722373
0.0249375 /	-0.3828241828669088
0.0250625 /	-0.031250953703421125
0.0251875 /	0.6797082430494095
0.0253125 /	0.3281350138859218
0.025437500000000002/	-0.2578203680532243
0.025562500000000002/	-0.2890713217566454
0.025687500000000002/	-0.10156559953611866
0.025812500000000002/	-0.2109439374980926
0.025937500000000002/	0.06250190740684225
0.026062500000000002/	0.4687643055513169
0.0261875 /	0.39063692129276406
0.0263125 /	-0.2812585833307901
0.0264375 /	-0.4062623981444746
0.0265625 /	-0.10156559953611866
0.0266875 /	0.13281655323953978
0.0268125 /	0.19531846064638203
0.0269375 /	0.23438215277565844
0.0270625 /	0.07812738425855281
0.0271875 /	-0.1640675069429609
0.0273125 /	-0.21875667592394787
0.0274375 /	0.031250953703421125
0.0275625 /	0.26563310647907956
0.0276875 /	0.21875667592394787
0.0278125 /	0.007812738425855281
0.0279375 /	-0.1250038148136845
0.0280625 /	-0.09375286111026337
0.0281875 /	-0.06250190740684225
0.0283125 /	-0.007812738425855281
0.0284375 /	-0.09375286111026337
0.0285625 /	-0.21875667592394787
0.0286875 /	-0.3359477523117771
0.0288125 /	-0.2109439374980926
0.0289375 /	0.5937681203650014
0.0290625 /	0.4609515671254616
0.0291875 /	-0.14844203009125034
0.029312500000000002/	-0.31250953703421125
0.029437500000000002/	-0.10156559953611866
0.029562500000000002/	-0.2031311990722373
0.029687500000000002/	-0.031250953703421125
0.029812500000000002/	0.39844965971861934
0.029937500000000002/	0.4687643055513169
0.0300625 /	-0.15625476851710562
0.0301875 /	-0.42970061342204047
0.0303125 /	-0.15625476851710562
0.0304375 /	0.10156559953611866
0.0305625 /	0.17969298379467147
0.0306875 /	0.22656941434980316
0.0308125 /	0.1250038148136845
0.0309375 /	-0.11719107638782922
0.0310625 /	-0.21875667592394787
0.0311875 /	-0.031250953703421125
0.0313125 /	0.23438215277565844
0.0314375 /	0.23438215277565844
0.0315625 /	0.04687643055513169
0.0316875 /	-0.10937833796197394
0.0318125 /	-0.10156559953611866
0.0319375 /	-0.06250190740684225
0.0320625 /	-0.031250953703421125
0.0321875 /	-0.06250190740684225
0.0323125 /	-0.21875667592394787
0.0324375 /	-0.2812585833307901
0.0325625 /	-0.2968840601825007
0.0326875 /	0.4609515671254616
0.0328125 /	0.5703299050874355
0.0329375 /	-0.06250190740684225
0.0330625 /	-0.3437604907376324
0.0331875 /	-0.1250038148136845
0.0333125 /	-0.15625476851710562
0.0334375 /	-0.10156559953611866
0.0335625 /	0.31250953703421125
0.0336875 /	0.5234534745323038
0.0338125 /	0.023438215277565844
0.0339375 /	-0.4531388286996063
0.0340625 /	-0.22656941434980316
0.0341875 /	0.023438215277565844
0.0343125 /	0.14062929166539506
0.0344375 /	0.2031311990722373
0.0345625 /	0.19531846064638203
0.0346875 /	-0.039063692129276406
0.0348125 /	-0.2109439374980926
0.0349375 /	-0.10156559953611866
0.0350625 /	0.21875667592394787
0.035187500000000003/	0.2578203680532243
0.035312500000000004/	0.06250190740684225
0.035437500000000004/	-0.10156559953611866
0.035562500000000004/	-0.10156559953611866
0.035687500000000004/	-0.031250953703421125
0.035812500000000004/	-0.015625476851710562
0.035937500000000004/	-0.039063692129276406
0.036062500000000004/	-0.21875667592394787
0.0361875 /	-0.27344584490493484
0.0363125 /	-0.3359477523117771
0.0364375 /	0.2812585833307901
0.0365625 /	0.6250190740684225
0.0366875 /	0.039063692129276406
0.0368125 /	-0.32032227546006653
0.0369375 /	-0.1640675069429609
0.0370625 /	-0.07031464583269753
0.0371875 /	-0.14062929166539506
0.0373125 /	0.21875667592394787
0.0374375 /	0.47657704397717215
0.0375625 /	0.15625476851710562
0.0376875 /	-0.4218878749961852
0.0378125 /	-0.27344584490493484
0.0379375 /	0.0            
0.0380625 /	0.13281655323953978
0.0381875 /	0.17969298379467147
0.0383125 /	0.24219489120151372
0.0384375 /	0.015625476851710562
0.0385625 /	-0.18750572222052675
0.0386875 /	-0.1640675069429609
0.0388125 /	0.18750572222052675
0.0389375 /	0.23438215277565844
0.0390625 /	0.031250953703421125
0.0391875 /	-0.0859401226844081
0.0393125 /	-0.07031464583269753
0.0394375 /	-0.031250953703421125
0.0395625 /	-0.039063692129276406
0.0396875 /	-0.015625476851710562
0.0398125 /	-0.1640675069429609
0.0399375 /	-0.250007629627369
0.0400625 /	-0.35157322916348765
0.0401875 /	0.10937833796197394
0.0403125 /	0.6484572893459883
0.0404375 /	0.1640675069429609
0.0405625 /	-0.2812585833307901
0.0406875 /	-0.2109439374980926
0.0408125 /	-0.039063692129276406
0.0409375 /	-0.14062929166539506
0.0410625 /	0.13281655323953978
0.0411875 /	0.42970061342204047
0.0413125 /	0.24219489120151372
0.0414375 /	-0.35157322916348765
0.0415625 /	-0.31250953703421125
0.0416875 /	-0.015625476851710562
0.0418125 /	0.13281655323953978
0.0419375 /	0.14062929166539506
0.0420625 /	0.21875667592394787
0.0421875 /	0.05468916898098697
0.0423125 /	-0.15625476851710562
0.0424375 /	-0.18750572222052675
0.0425625 /	0.07812738425855281
0.0426875 /	0.21875667592394787
0.0428125 /	0.09375286111026337
0.0429375 /	-0.015625476851710562
0.043062500000000004/	-0.07812738425855281
0.043187500000000004/	-0.031250953703421125
0.043312500000000004/	-0.039063692129276406
0.043437500000000004/	-0.023438215277565844
0.043562500000000004/	-0.1640675069429609
0.043687500000000004/	-0.22656941434980316
0.043812500000000004/	-0.3437604907376324
0.043937500000000004/	-0.023438215277565844
0.0440625 /	0.6172063356425672
0.0441875 /	0.31250953703421125
0.0443125 /	-0.250007629627369
0.0444375 /	-0.30469679860835597
0.0445625 /	-0.04687643055513169
0.0446875 /	-0.10156559953611866
0.0448125 /	0.07812738425855281
0.0449375 /	0.3750114444410535
0.0450625 /	0.32032227546006653
0.0451875 /	-0.27344584490493484
0.0453125 /	-0.3671987060151982
0.0454375 /	-0.05468916898098697
0.0455625 /	0.14844203009125034
0.0456875 /	0.14844203009125034
0.0458125 /	0.17969298379467147
0.0459375 /	0.07812738425855281
0.0460625 /	-0.1250038148136845
0.0461875 /	-0.14844203009125034
0.0463125 /	0.04687643055513169
0.0464375 /	0.2109439374980926
0.0465625 /	0.10156559953611866
0.0466875 /	-0.007812738425855281
0.0468125 /	-0.0859401226844081
0.0469375 /	-0.039063692129276406
0.0470625 /	-0.023438215277565844
0.0471875 /	-0.023438215277565844
0.0473125 /	-0.14062929166539506
0.0474375 /	-0.250007629627369
0.0475625 /	-0.39063692129276406
0.0476875 /	-0.1250038148136845
0.0478125 /	0.5937681203650014
0.0479375 /	0.39844965971861934
0.0480625 /	-0.19531846064638203
0.0481875 /	-0.32032227546006653
0.0483125 /	-0.05468916898098697
0.0484375 /	-0.10156559953611866
0.0485625 /	0.023438215277565844
0.0486875 /	0.35938596758934294
0.0488125 /	0.4062623981444746
0.0489375 /	-0.18750572222052675
0.0490625 /	-0.4140751365703299
0.0491875 /	-0.09375286111026337
0.0493125 /	0.14062929166539506
0.0494375 /	0.14062929166539506
0.0495625 /	0.1718802453688162
0.0496875 /	0.1640675069429609
0.0498125 /	-0.07812738425855281
0.0499375 /	-0.17969298379467147
0.0500625 /	-0.007812738425855281
0.0501875 /	0.21875667592394787
0.0503125 /	0.10937833796197394
0.0504375 /	-0.007812738425855281
0.0505625 /	-0.07031464583269753
0.0506875 /	-0.031250953703421125
0.050812500000000003/	-0.031250953703421125
0.050937500000000004/	-0.04687643055513169
0.051062500000000004/	-0.10937833796197394
0.051187500000000004/	-0.22656941434980316
0.051312500000000004/	-0.35157322916348765
0.051437500000000004/	-0.2031311990722373
0.051562500000000004/	0.5703299050874355
0.051687500000000004/	0.48438978240302744
0.051812500000000004/	-0.1640675069429609
0.051937500000000004/	-0.35938596758934294
0.052062500000000005/	-0.06250190740684225
0.0521875 /	-0.07812738425855281
0.0523125 /	-0.023438215277565844
0.0524375 /	0.31250953703421125
0.0525625 /	0.42970061342204047
0.0526875 /	-0.15625476851710562
0.0528125 /	-0.4609515671254616
0.0529375 /	-0.10156559953611866
0.0530625 /	0.15625476851710562
0.0531875 /	0.14062929166539506
0.0533125 /	0.14062929166539506
0.0534375 /	0.19531846064638203
0.0535625 /	-0.04687643055513169
0.0536875 /	-0.19531846064638203
0.0538125 /	-0.039063692129276406
0.0539375 /	0.22656941434980316
0.0540625 /	0.13281655323953978
0.0541875 /	-0.015625476851710562
0.0543125 /	-0.07031464583269753
0.0544375 /	-0.039063692129276406
0.0545625 /	-0.031250953703421125
0.0546875 /	-0.05468916898098697
0.0548125 /	-0.0859401226844081
0.0549375 /	-0.2109439374980926
0.0550625 /	-0.31250953703421125
0.0551875 /	-0.2578203680532243
0.0553125 /	0.47657704397717215
0.0554375 /	0.5390789513840144
0.0555625 /	-0.10156559953611866
0.0556875 /	-0.3671987060151982
0.0558125 /	-0.0859401226844081
0.0559375 /	-0.04687643055513169
0.0560625 /	-0.04687643055513169
0.0561875 /	0.26563310647907956
0.0563125 /	0.43751335184789575
0.0564375 /	-0.06250190740684225
0.0565625 /	-0.4687643055513169
0.0566875 /	-0.14062929166539506
0.0568125 /	0.13281655323953978
0.0569375 /	0.14844203009125034
0.0570625 /	0.1250038148136845
0.0571875 /	0.19531846064638203
0.0573125 /	-0.015625476851710562
0.0574375 /	-0.18750572222052675
0.0575625 /	-0.07031464583269753
0.0576875 /	0.2031311990722373
0.0578125 /	0.15625476851710562
0.0579375 /	-0.007812738425855281
0.0580625 /	-0.06250190740684225
0.0581875 /	-0.039063692129276406
0.0583125 /	-0.023438215277565844
0.0584375 /	-0.06250190740684225
0.0585625 /	-0.07812738425855281
0.058687500000000004/	-0.2031311990722373
0.058812500000000004/	-0.26563310647907956
0.058937500000000004/	-0.30469679860835597
0.059062500000000004/	0.26563310647907956
0.059187500000000004/	0.5937681203650014
0.059312500000000004/	0.07812738425855281
0.059437500000000004/	-0.3437604907376324
0.059562500000000004/	-0.2109439374980926
0.059687500000000004/	-0.023438215277565844
0.059812500000000005/	-0.04687643055513169
0.059937500000000005/	0.1640675069429609
0.0600625 /	0.4062623981444746
0.0601875 /	0.14062929166539506
0.0603125 /	-0.3750114444410535
0.0604375 /	-0.250007629627369
0.0605625 /	0.07031464583269753
0.0606875 /	0.15625476851710562
0.0608125 /	0.09375286111026337
0.0609375 /	0.17969298379467147
0.0610625 /	0.06250190740684225
0.0611875 /	-0.1640675069429609
0.0613125 /	-0.15625476851710562
0.0614375 /	0.1640675069429609
0.0615625 /	0.2109439374980926
0.0616875 /	0.0            
0.0618125 /	-0.07031464583269753
0.0619375 /	-0.023438215277565844
0.0620625 /	-0.023438215277565844
0.0621875 /	-0.09375286111026337
0.0623125 /	-0.039063692129276406
0.0624375 /	-0.1250038148136845
0.0625625 /	-0.26563310647907956
0.0626875 /	-0.35157322916348765
0.0628125 /	0.07812738425855281
0.0629375 /	0.6328318124942778
0.0630625 /	0.21875667592394787
0.0631875 /	-0.2890713217566454
0.0633125 /	-0.2578203680532243
0.0634375 /	-0.031250953703421125
0.0635625 /	-0.07812738425855281
0.0636875 /	0.09375286111026337
0.0638125 /	0.3828241828669088
0.0639375 /	0.26563310647907956
0.0640625 /	-0.32032227546006653
0.0641875 /	-0.32032227546006653
0.0643125 /	0.023438215277565844
0.0644375 /	0.1640675069429609
0.0645625 /	0.0859401226844081
0.0646875 /	0.1718802453688162
0.0648125 /	0.0859401226844081
0.0649375 /	-0.14844203009125034
0.0650625 /	-0.17969298379467147
0.0651875 /	0.1250038148136845
0.0653125 /	0.250007629627369
0.0654375 /	0.07031464583269753
0.0655625 /	-0.04687643055513169
0.0656875 /	-0.06250190740684225
0.0658125 /	-0.04687643055513169
0.0659375 /	-0.09375286111026337
0.0660625 /	-0.031250953703421125
0.0661875 /	-0.09375286111026337
0.0663125 /	-0.24219489120151372
0.0664375 /	-0.32032227546006653
0.0665625 /	-0.10937833796197394
0.0666875 /	0.554704428235725
0.0668125 /	0.4062623981444746
0.0669375 /	-0.1718802453688162
0.0670625 /	-0.3359477523117771
0.0671875 /	-0.07812738425855281
0.0673125 /	-0.05468916898098697
0.0674375 /	0.023438215277565844
0.0675625 /	0.2968840601825007
0.0676875 /	0.3671987060151982
0.0678125 /	-0.1718802453688162
0.0679375 /	-0.39844965971861934
0.0680625 /	-0.07031464583269753
0.0681875 /	0.17969298379467147
0.0683125 /	0.11719107638782922
0.0684375 /	0.11719107638782922
0.0685625 /	0.1250038148136845
0.0686875 /	-0.07031464583269753
0.0688125 /	-0.2031311990722373
0.0689375 /	0.007812738425855281
0.0690625 /	0.26563310647907956
0.0691875 /	0.14062929166539506
0.0693125 /	-0.007812738425855281
0.0694375 /	-0.07812738425855281
0.0695625 /	-0.039063692129276406
0.0696875 /	-0.04687643055513169
0.0698125 /	-0.07031464583269753
0.0699375 /	-0.09375286111026337
0.0700625 /	-0.2109439374980926
0.0701875 /	-0.26563310647907956
0.0703125 /	-0.22656941434980316
0.0704375 /	0.43751335184789575
0.0705625 /	0.5312662129581591
0.0706875 /	-0.07812738425855281
0.0708125 /	-0.3828241828669088
0.0709375 /	-0.11719107638782922
0.0710625 /	0.0            
0.0711875 /	-0.015625476851710562
0.0713125 /	0.21875667592394787
0.0714375 /	0.4140751365703299
0.0715625 /	-0.031250953703421125
0.0716875 /	-0.44532609027375103
0.0718125 /	-0.15625476851710562
0.0719375 /	0.18750572222052675
0.0720625 /	0.15625476851710562
0.07218749999999999/	0.07031464583269753
0.07231249999999999/	0.14062929166539506
0.07243749999999999/	-0.007812738425855281
0.07256249999999999/	-0.2031311990722373
0.07268749999999999/	-0.0859401226844081
0.07281249999999999/	0.22656941434980316
0.07293749999999999/	0.17969298379467147
0.07306249999999999/	0.0            
0.07318749999999999/	-0.06250190740684225
0.07331249999999999/	-0.015625476851710562
0.07343749999999999/	-0.023438215277565844
0.07356249999999999/	-0.10156559953611866
0.07368749999999999/	-0.0859401226844081
0.07381249999999999/	-0.17969298379467147
0.07393749999999999/	-0.24219489120151372
0.07406249999999999/	-0.31250953703421125
0.07418749999999999/	0.27344584490493484
0.07431249999999999/	0.6406445509201331
0.07443749999999999/	0.07812738425855281
0.07456249999999999/	-0.3828241828669088
0.07468749999999999/	-0.2109439374980926
0.07481249999999999/	0.007812738425855281
0.07493749999999999/	-0.05468916898098697
0.07506249999999999/	0.14062929166539506
0.07518749999999999/	0.4218878749961852
0.07531249999999999/	0.14062929166539506
0.07543749999999999/	-0.4218878749961852
0.07556249999999999/	-0.2578203680532243
0.07568749999999999/	0.13281655323953978
0.07581249999999999/	0.17969298379467147
0.07593749999999999/	0.05468916898098697
0.07606249999999999/	0.15625476851710562
0.07618749999999999/	0.04687643055513169
0.07631249999999999/	-0.18750572222052675
0.07643749999999999/	-0.1640675069429609
0.07656249999999999/	0.18750572222052675
0.07668749999999999/	0.21875667592394787
0.07681249999999999/	0.031250953703421125
0.07693749999999999/	-0.04687643055513169
0.07706249999999999/	-0.023438215277565844
0.07718749999999999/	-0.023438215277565844
0.07731249999999999/	-0.0859401226844081
0.07743749999999999/	-0.05468916898098697
0.07756249999999999/	-0.18750572222052675
0.07768749999999999/	-0.2578203680532243
0.07781249999999999/	-0.32032227546006653
0.07793749999999999/	0.07812738425855281
0.07806249999999999/	0.6328318124942778
0.0781875 /	0.27344584490493484
0.0783125 /	-0.26563310647907956
0.0784375 /	-0.31250953703421125
0.0785625 /	-0.05468916898098697
0.0786875 /	-0.04687643055513169
0.0788125 /	0.07812738425855281
0.0789375 /	0.35157322916348765
0.0790625 /	0.2968840601825007
0.0791875 /	-0.30469679860835597
0.0793125 /	-0.35938596758934294
0.0794375 /	-0.039063692129276406
0.0795625 /	0.17969298379467147
0.0796875 /	0.11719107638782922
0.0798125 /	0.15625476851710562
0.0799375 /	0.10937833796197394
0.0800625 /	-0.1250038148136845
0.0801875 /	-0.19531846064638203
0.0803125 /	0.06250190740684225
0.0804375 /	0.23438215277565844
0.0805625 /	0.09375286111026337
0.0806875 /	-0.015625476851710562
0.0808125 /	-0.04687643055513169
0.0809375 /	-0.039063692129276406
0.0810625 /	-0.07031464583269753
0.0811875 /	-0.039063692129276406
0.0813125 /	-0.10937833796197394
0.0814375 /	-0.23438215277565844
0.0815625 /	-0.2890713217566454
0.0816875 /	-0.10937833796197394
0.0818125 /	0.48438978240302744
0.0819375 /	0.3828241828669088
0.0820625 /	-0.11719107638782922
0.0821875 /	-0.30469679860835597
0.0823125 /	-0.10156559953611866
0.0824375 /	-0.04687643055513169
0.0825625 /	0.007812738425855281
0.0826875 /	0.23438215277565844
0.0828125 /	0.3671987060151982
0.0829375 /	-0.07812738425855281
0.0830625 /	-0.35157322916348765
0.0831875 /	-0.15625476851710562
0.0833125 /	0.10937833796197394
0.0834375 /	0.1640675069429609
0.0835625 /	0.13281655323953978
0.0836875 /	0.13281655323953978
0.0838125 /	-0.04687643055513169
0.0839375 /	-0.15625476851710562
0.0840625 /	-0.04687643055513169
0.0841875 /	0.18750572222052675
0.0843125 /	0.14844203009125034
0.0844375 /	0.031250953703421125
0.0845625 /	-0.04687643055513169
0.0846875 /	-0.05468916898098697
0.0848125 /	-0.039063692129276406
0.0849375 /	-0.039063692129276406
0.0850625 /	-0.07031464583269753
0.0851875 /	-0.21875667592394787
0.0853125 /	-0.26563310647907956
0.0854375 /	-0.2812585833307901
0.0855625 /	0.27344584490493484
0.0856875 /	0.5703299050874355
0.0858125 /	0.09375286111026337
0.0859375 /	-0.32032227546006653
0.0860625 /	-0.2031311990722373
0.0861875 /	-0.007812738425855281
0.0863125 /	-0.039063692129276406
0.0864375 /	0.11719107638782922
0.0865625 /	0.3828241828669088
0.0866875 /	0.1640675069429609
0.0868125 /	-0.35157322916348765
0.0869375 /	-0.26563310647907956
0.0870625 /	0.031250953703421125
0.0871875 /	0.18750572222052675
0.0873125 /	0.10937833796197394
0.0874375 /	0.15625476851710562
0.0875625 /	0.039063692129276406
0.0876875 /	-0.14844203009125034
0.0878125 /	-0.13281655323953978
0.0879375 /	0.13281655323953978
0.08806249999999999/	0.2031311990722373
0.08818749999999999/	0.04687643055513169
0.08831249999999999/	-0.023438215277565844
0.08843749999999999/	-0.05468916898098697
0.08856249999999999/	-0.031250953703421125
0.08868749999999999/	-0.07031464583269753
0.08881249999999999/	-0.05468916898098697
0.08893749999999999/	-0.14844203009125034
0.08906249999999999/	-0.22656941434980316
0.08918749999999999/	-0.3437604907376324
0.08931249999999999/	-0.015625476851710562
0.08943749999999999/	0.6172063356425672
0.08956249999999999/	0.30469679860835597
0.08968749999999999/	-0.26563310647907956
0.08981249999999999/	-0.2890713217566454
0.08993749999999999/	0.0            
0.09006249999999999/	-0.05468916898098697
0.09018749999999999/	0.007812738425855281
0.09031249999999999/	0.32032227546006653
0.09043749999999999/	0.35157322916348765
0.09056249999999999/	-0.24219489120151372
0.09068749999999999/	-0.35938596758934294
0.09081249999999999/	-0.04687643055513169
0.09093749999999999/	0.19531846064638203
0.09106249999999999/	0.1250038148136845
0.09118749999999999/	0.1250038148136845
0.09131249999999999/	0.11719107638782922
0.09143749999999999/	-0.10156559953611866
0.09156249999999999/	-0.17969298379467147
0.09168749999999999/	0.039063692129276406
0.09181249999999999/	0.24219489120151372
0.09193749999999999/	0.09375286111026337
0.09206249999999999/	-0.023438215277565844
0.09218749999999999/	-0.05468916898098697
0.09231249999999999/	-0.031250953703421125
0.09243749999999999/	-0.05468916898098697
0.09256249999999999/	-0.05468916898098697
0.09268749999999999/	-0.11719107638782922
0.09281249999999999/	-0.2109439374980926
0.09293749999999999/	-0.3359477523117771
0.09306249999999999/	-0.23438215277565844
0.09318749999999999/	0.4922025208288827
0.09331249999999999/	0.5078279976805933
0.09343749999999999/	-0.10937833796197394
0.09356249999999999/	-0.3671987060151982
0.09368749999999999/	-0.07812738425855281
0.0938125 /	-0.015625476851710562
0.0939375 /	-0.04687643055513169
0.0940625 /	0.2031311990722373
0.0941875 /	0.4218878749961852
0.0943125 /	-0.031250953703421125
0.0944375 /	-0.39844965971861934
0.0945625 /	-0.15625476851710562
0.0946875 /	0.1250038148136845
0.0948125 /	0.1718802453688162
0.0949375 /	0.10156559953611866
0.0950625 /	0.15625476851710562
0.0951875 /	-0.039063692129276406
0.0953125 /	-0.17969298379467147
0.0954375 /	-0.05468916898098697
0.0955625 /	0.2109439374980926
0.0956875 /	0.15625476851710562
0.0958125 /	0.007812738425855281
0.0959375 /	-0.04687643055513169
0.0960625 /	-0.05468916898098697
0.0961875 /	-0.039063692129276406
0.0963125 /	-0.039063692129276406
0.0964375 /	-0.06250190740684225
0.0965625 /	-0.19531846064638203
0.0966875 /	-0.27344584490493484
0.0968125 /	-0.35938596758934294
